ID,crop,distr,prov,year,years,area,prod,yield
751,cotton,Upper Dir,KPK,2004,2004-05,0.00,0.00,0
752,cotton,Attock,PUNJAB,2004,2004-05,0.00,0.00,0
753,cotton,Bahawalnagar,PUNJAB,2004,2004-05,212.05,967.58,776
754,cotton,Bahawalpur,PUNJAB,2004,2004-05,281.66,1364.64,824
755,cotton,Bhakkar,PUNJAB,2004,2004-05,2.83,6.20,372
756,cotton,Chakwal,PUNJAB,2004,2004-05,0.40,0.38,162
757,cotton,Chiniot,PUNJAB,2004,2004-05,0.00,0.00,0
758,cotton,Dera Ghazi Khan,PUNJAB,2004,2004-05,110.07,528.48,816
759,cotton,Faisalabad,PUNJAB,2004,2004-05,49.78,136.64,467
760,cotton,Gujranwala,PUNJAB,2004,2004-05,0.00,0.00,0
761,cotton,Gujrat,PUNJAB,2004,2004-05,0.00,0.00,0
762,cotton,Hafizabad,PUNJAB,2004,2004-05,0.00,0.00,0
763,cotton,Jhang,PUNJAB,2004,2004-05,66.37,168.22,431
764,cotton,Jhelum,PUNJAB,2004,2004-05,0.40,0.40,170
765,cotton,Kasur,PUNJAB,2004,2004-05,11.74,19.99,289
766,cotton,Khanewal,PUNJAB,2004,2004-05,195.46,899.72,783
767,cotton,Khushab,PUNJAB,2004,2004-05,0.40,0.44,187
768,cotton,Lahore,PUNJAB,2004,2004-05,0.00,0.00,0
769,cotton,Layyah,PUNJAB,2004,2004-05,43.30,130.05,511
770,cotton,Lodhran,PUNJAB,2004,2004-05,206.79,1077.59,886
771,cotton,Mandi Bahauddin,PUNJAB,2004,2004-05,2.02,2.89,243
772,cotton,Mianwali,PUNJAB,2004,2004-05,4.05,10.71,450
773,cotton,Multan,PUNJAB,2004,2004-05,193.84,858.55,753
774,cotton,Muzaffargarh,PUNJAB,2004,2004-05,212.05,867.66,696
775,cotton,Nankana Sahib,PUNJAB,2004,2004-05,0.00,0.00,0
776,cotton,Narowal,PUNJAB,2004,2004-05,0.00,0.00,0
777,cotton,Okara,PUNJAB,2004,2004-05,12.14,26.04,365
778,cotton,Pakpattan,PUNJAB,2004,2004-05,44.51,119.82,458
779,cotton,Rahim Yar Khan,PUNJAB,2004,2004-05,307.96,1612.89,890
780,cotton,Rajanpur,PUNJAB,2004,2004-05,163.09,829.25,864
781,cotton,Rawalpindi,PUNJAB,2004,2004-05,0.00,0.00,0
782,cotton,Sahiwal,PUNJAB,2004,2004-05,91.05,241.47,451
783,cotton,Sargodha,PUNJAB,2004,2004-05,8.09,12.30,258
784,cotton,Sheikhupura,PUNJAB,2004,2004-05,0.40,0.32,136
785,cotton,Sialkot,PUNJAB,2004,2004-05,0.00,0.00,0
786,cotton,Toba Tek Singh,PUNJAB,2004,2004-05,58.27,159.82,466
787,cotton,Vehari,PUNJAB,2004,2004-05,239.57,1106.95,785
788,cotton,Badin,SINDH,2004,2004-05,4.70,20.40,738
789,cotton,Dadu,SINDH,2004,2004-05,6.37,29.42,786
790,cotton,Ghotki,SINDH,2004,2004-05,108.70,511.60,800
791,cotton,Hyderabad,SINDH,2004,2004-05,6.81,32.45,810
792,cotton,Jacobabad,SINDH,2004,2004-05,0.00,0.00,0
793,cotton,Jamshoro,SINDH,2004,2004-05,8.73,40.38,786
794,cotton,Karachi,SINDH,2004,2004-05,0.00,0.00,0
795,cotton,Kashmore,SINDH,2004,2004-05,9.50,38.70,693
796,cotton,Khairpur,SINDH,2004,2004-05,81.40,384.70,803
797,cotton,Larkana,SINDH,2004,2004-05,6.60,27.20,701
798,cotton,Matiari,SINDH,2004,2004-05,32.95,157.00,810
799,cotton,Mirpur Khas,SINDH,2004,2004-05,54.60,253.90,791
800,cotton,Naushahro Feroze,SINDH,2004,2004-05,45.80,219.80,816
801,cotton,Qambar Shahdadkot,SINDH,2004,2004-05,0.00,0.00,0
802,cotton,Sanghar,SINDH,2004,2004-05,135.80,678.40,849
803,cotton,Shaheed Benazirabad,SINDH,2004,2004-05,64.30,311.60,824
804,cotton,Shikarpur,SINDH,2004,2004-05,5.70,22.90,683
805,cotton,Sukkur,SINDH,2004,2004-05,38.40,171.00,757
806,cotton,Tando Allahyar,SINDH,2004,2004-05,19.58,93.30,810
807,cotton,Tando Muhammad Khan,SINDH,2004,2004-05,4.35,20.75,810
808,cotton,Tharparkar,SINDH,2004,2004-05,0.30,1.10,623
809,cotton,Thatta,SINDH,2004,2004-05,0.50,2.10,714
810,cotton,Umerkot,SINDH,2004,2004-05,0.00,0.00,0
811,cotton,Bagh,AJK,2005,2005-06,0.00,0.00,0
812,cotton,Bhimber,AJK,2005,2005-06,0.00,0.00,0
813,cotton,Hattian,AJK,2005,2005-06,0.00,0.00,0
814,cotton,Haveli,AJK,2005,2005-06,0.00,0.00,0
815,cotton,Kotli,AJK,2005,2005-06,0.00,0.00,0
816,cotton,Mirpur,AJK,2005,2005-06,0.00,0.00,0
817,cotton,Muzaffarabad,AJK,2005,2005-06,0.00,0.00,0
818,cotton,Neelam,AJK,2005,2005-06,0.00,0.00,0
819,cotton,Poonch,AJK,2005,2005-06,0.00,0.00,0
820,cotton,Sudhnoti,AJK,2005,2005-06,0.00,0.00,0
821,cotton,Awaran,BALOCHISTAN,2005,2005-06,0.40,1.00,425
822,cotton,Barkhan,BALOCHISTAN,2005,2005-06,2.10,5.50,445
823,cotton,Bolan,BALOCHISTAN,2005,2005-06,1.90,4.80,429
824,cotton,Chagai,BALOCHISTAN,2005,2005-06,1.60,3.90,414
825,cotton,Dera Bugti,BALOCHISTAN,2005,2005-06,0.90,2.30,434
826,cotton,Gwadar,BALOCHISTAN,2005,2005-06,0.00,0.00,0
827,cotton,Jafarabad,BALOCHISTAN,2005,2005-06,0.10,0.20,340
828,cotton,Jhal Magsi,BALOCHISTAN,2005,2005-06,1.50,3.80,431
829,cotton,Kalat,BALOCHISTAN,2005,2005-06,0.00,0.00,0
830,cotton,Kech,BALOCHISTAN,2005,2005-06,0.00,0.00,0
831,cotton,Kharan,BALOCHISTAN,2005,2005-06,0.30,0.80,453
832,cotton,Khuzdar,BALOCHISTAN,2005,2005-06,8.60,21.40,423
833,cotton,Kohlu,BALOCHISTAN,2005,2005-06,1.30,3.10,405
834,cotton,Lasbela,BALOCHISTAN,2005,2005-06,6.50,17.60,460
835,cotton,Loralai,BALOCHISTAN,2005,2005-06,0.50,1.30,442
836,cotton,Mastung,BALOCHISTAN,2005,2005-06,0.00,0.00,0
837,cotton,Musakhel,BALOCHISTAN,2005,2005-06,0.00,0.00,0
838,cotton,Nasirabad,BALOCHISTAN,2005,2005-06,2.90,7.20,422
839,cotton,Nushki,BALOCHISTAN,2005,2005-06,0.00,0.00,0
840,cotton,Panjgur,BALOCHISTAN,2005,2005-06,0.00,0.00,0
841,cotton,Pishin,BALOCHISTAN,2005,2005-06,0.00,0.00,0
842,cotton,Qilla Abdullah,BALOCHISTAN,2005,2005-06,0.00,0.00,0
843,cotton,Qilla Saifullah,BALOCHISTAN,2005,2005-06,0.10,0.20,340
844,cotton,Quetta,BALOCHISTAN,2005,2005-06,0.00,0.00,0
845,cotton,Sibi,BALOCHISTAN,2005,2005-06,9.10,24.50,458
846,cotton,Zhob,BALOCHISTAN,2005,2005-06,0.00,0.00,0
847,cotton,Ziarat,BALOCHISTAN,2005,2005-06,0.00,0.00,0
848,cotton,Disputed Area,DISPUTED AREA,2005,2005-06,0.00,0.00,0
849,cotton,Bajaur Agency,FATA,2005,2005-06,0.00,0.00,0
850,cotton,Khyber Agency,FATA,2005,2005-06,0.00,0.00,0
851,cotton,Kurrum Agency,FATA,2005,2005-06,0.00,0.00,0
852,cotton,Mohmand Agency,FATA,2005,2005-06,0.00,0.00,0
853,cotton,North Waziristan Agency,FATA,2005,2005-06,0.00,0.00,0
854,cotton,Orakzai Agency,FATA,2005,2005-06,0.00,0.00,0
855,cotton,South Waziristan Agency,FATA,2005,2005-06,0.00,0.00,0
856,cotton,Islamabad,FEDERAL,2005,2005-06,0.00,0.00,0
857,cotton,Astore,GILGIT BALTISTAN,2005,2005-06,0.00,0.00,0
858,cotton,Baltistan,GILGIT BALTISTAN,2005,2005-06,0.00,0.00,0
859,cotton,Diamir,GILGIT BALTISTAN,2005,2005-06,0.00,0.00,0
860,cotton,Ghanche,GILGIT BALTISTAN,2005,2005-06,0.00,0.00,0
861,cotton,Ghizer,GILGIT BALTISTAN,2005,2005-06,0.00,0.00,0
862,cotton,Gilgit,GILGIT BALTISTAN,2005,2005-06,0.00,0.00,0
863,cotton,Abbottabad,KPK,2005,2005-06,0.00,0.00,0
864,cotton,Bannu,KPK,2005,2005-06,0.00,0.00,0
865,cotton,Battagram,KPK,2005,2005-06,0.00,0.00,0
866,cotton,Buner,KPK,2005,2005-06,0.00,0.00,0
867,cotton,Charsadda,KPK,2005,2005-06,0.00,0.00,0
868,cotton,Chitral,KPK,2005,2005-06,0.00,0.00,0
869,cotton,Dera Ismail Khan,KPK,2005,2005-06,2.10,5.20,421
870,cotton,Hangu,KPK,2005,2005-06,0.00,0.00,0
871,cotton,Haripur,KPK,2005,2005-06,0.00,0.00,0
872,cotton,Karak,KPK,2005,2005-06,0.00,0.00,0
873,cotton,Kohat,KPK,2005,2005-06,0.00,0.00,0
874,cotton,Kohistan,KPK,2005,2005-06,0.00,0.00,0
875,cotton,Lakki Marwat,KPK,2005,2005-06,0.00,0.00,0
876,cotton,Lower Dir,KPK,2005,2005-06,0.00,0.00,0
877,cotton,Malakand,KPK,2005,2005-06,0.00,0.00,0
878,cotton,Mansehra,KPK,2005,2005-06,0.00,0.00,0
879,cotton,Mardan,KPK,2005,2005-06,0.00,0.00,0
880,cotton,Nowshera,KPK,2005,2005-06,0.00,0.00,0
881,cotton,Peshawar,KPK,2005,2005-06,0.00,0.00,0
882,cotton,Shangla,KPK,2005,2005-06,0.00,0.00,0
883,cotton,Swabi,KPK,2005,2005-06,0.00,0.00,0
884,cotton,Swat,KPK,2005,2005-06,0.00,0.00,0
885,cotton,Tank,KPK,2005,2005-06,0.00,0.00,0
886,cotton,Upper Dir,KPK,2005,2005-06,0.00,0.00,0
887,cotton,Attock,PUNJAB,2005,2005-06,0.00,0.00,0
888,cotton,Bahawalnagar,PUNJAB,2005,2005-06,220.14,868.90,671
889,cotton,Bahawalpur,PUNJAB,2005,2005-06,286.92,1159.79,687
890,cotton,Bhakkar,PUNJAB,2005,2005-06,3.24,7.69,403
891,cotton,Chakwal,PUNJAB,2005,2005-06,0.40,0.41,174
892,cotton,Chiniot,PUNJAB,2005,2005-06,0.00,0.00,0
893,cotton,Dera Ghazi Khan,PUNJAB,2005,2005-06,110.48,514.60,792
894,cotton,Faisalabad,PUNJAB,2005,2005-06,40.47,120.64,507
895,cotton,Gujranwala,PUNJAB,2005,2005-06,0.00,0.00,0
896,cotton,Gujrat,PUNJAB,2005,2005-06,0.00,0.00,0
897,cotton,Hafizabad,PUNJAB,2005,2005-06,0.00,0.00,0
898,cotton,Jhang,PUNJAB,2005,2005-06,51.39,127.38,421
899,cotton,Jhelum,PUNJAB,2005,2005-06,0.40,0.43,183
900,cotton,Kasur,PUNJAB,2005,2005-06,10.93,20.19,314
901,cotton,Khanewal,PUNJAB,2005,2005-06,197.08,930.61,803
902,cotton,Khushab,PUNJAB,2005,2005-06,0.40,0.47,200
903,cotton,Lahore,PUNJAB,2005,2005-06,0.00,0.00,0
904,cotton,Layyah,PUNJAB,2005,2005-06,32.78,102.04,529
905,cotton,Lodhran,PUNJAB,2005,2005-06,208.81,1079.35,879
906,cotton,Mandi Bahauddin,PUNJAB,2005,2005-06,2.02,3.18,268
907,cotton,Mianwali,PUNJAB,2005,2005-06,6.88,16.20,400
908,cotton,Multan,PUNJAB,2005,2005-06,193.03,888.72,783
909,cotton,Muzaffargarh,PUNJAB,2005,2005-06,205.98,846.02,698
910,cotton,Nankana Sahib,PUNJAB,2005,2005-06,0.40,0.35,149
911,cotton,Narowal,PUNJAB,2005,2005-06,0.00,0.00,0
912,cotton,Okara,PUNJAB,2005,2005-06,8.90,19.64,375
913,cotton,Pakpattan,PUNJAB,2005,2005-06,30.35,98.44,551
914,cotton,Rahim Yar Khan,PUNJAB,2005,2005-06,303.91,1373.51,768
915,cotton,Rajanpur,PUNJAB,2005,2005-06,133.95,646.43,820
916,cotton,Rawalpindi,PUNJAB,2005,2005-06,0.00,0.00,0
917,cotton,Sahiwal,PUNJAB,2005,2005-06,82.96,240.80,493
918,cotton,Sargodha,PUNJAB,2005,2005-06,8.09,12.29,258
919,cotton,Sheikhupura,PUNJAB,2005,2005-06,0.00,0.00,0
920,cotton,Sialkot,PUNJAB,2005,2005-06,0.00,0.00,0
921,cotton,Toba Tek Singh,PUNJAB,2005,2005-06,43.30,124.87,490
922,cotton,Vehari,PUNJAB,2005,2005-06,242.81,1065.05,746
923,cotton,Badin,SINDH,2005,2005-06,5.70,19.20,573
924,cotton,Dadu,SINDH,2005,2005-06,10.50,42.66,691
925,cotton,Ghotki,SINDH,2005,2005-06,107.50,408.00,645
926,cotton,Hyderabad,SINDH,2005,2005-06,7.09,32.26,774
927,cotton,Jacobabad,SINDH,2005,2005-06,0.00,0.00,0
928,cotton,Jamshoro,SINDH,2005,2005-06,14.40,58.54,691
929,cotton,Karachi,SINDH,2005,2005-06,0.00,0.00,0
930,cotton,Kashmore,SINDH,2005,2005-06,0.50,1.60,544
931,cotton,Khairpur,SINDH,2005,2005-06,78.70,274.80,594
932,cotton,Larkana,SINDH,2005,2005-06,3.80,13.70,613
933,cotton,Matiari,SINDH,2005,2005-06,34.30,156.07,774
934,cotton,Mirpur Khas,SINDH,2005,2005-06,66.20,296.20,761
935,cotton,Naushahro Feroze,SINDH,2005,2005-06,40.80,184.80,770
936,cotton,Qambar Shahdadkot,SINDH,2005,2005-06,0.00,0.00,0
937,cotton,Sanghar,SINDH,2005,2005-06,140.80,619.00,747
938,cotton,Shaheed Benazirabad,SINDH,2005,2005-06,64.30,271.40,718
939,cotton,Shikarpur,SINDH,2005,2005-06,0.20,0.80,680
940,cotton,Sukkur,SINDH,2005,2005-06,35.80,150.70,716
941,cotton,Tando Allahyar,SINDH,2005,2005-06,20.38,92.75,774
942,cotton,Tando Muhammad Khan,SINDH,2005,2005-06,4.53,20.63,774
943,cotton,Tharparkar,SINDH,2005,2005-06,0.90,2.70,510
944,cotton,Thatta,SINDH,2005,2005-06,0.70,2.20,534
945,cotton,Umerkot,SINDH,2005,2005-06,0.00,0.00,0
946,cotton,Bagh,AJK,2006,2006-07,0.00,0.00,0
947,cotton,Bhimber,AJK,2006,2006-07,0.00,0.00,0
948,cotton,Hattian,AJK,2006,2006-07,0.00,0.00,0
949,cotton,Haveli,AJK,2006,2006-07,0.00,0.00,0
950,cotton,Kotli,AJK,2006,2006-07,0.00,0.00,0
951,cotton,Mirpur,AJK,2006,2006-07,0.00,0.00,0
952,cotton,Muzaffarabad,AJK,2006,2006-07,0.00,0.00,0
953,cotton,Neelam,AJK,2006,2006-07,0.00,0.00,0
954,cotton,Poonch,AJK,2006,2006-07,0.00,0.00,0
955,cotton,Sudhnoti,AJK,2006,2006-07,0.00,0.00,0
956,cotton,Awaran,BALOCHISTAN,2006,2006-07,0.40,1.00,425
957,cotton,Barkhan,BALOCHISTAN,2006,2006-07,3.20,8.10,430
958,cotton,Bolan,BALOCHISTAN,2006,2006-07,2.00,5.10,434
959,cotton,Chagai,BALOCHISTAN,2006,2006-07,2.00,4.90,417
960,cotton,Dera Bugti,BALOCHISTAN,2006,2006-07,0.90,2.30,434
961,cotton,Gwadar,BALOCHISTAN,2006,2006-07,0.00,0.00,0
962,cotton,Jafarabad,BALOCHISTAN,2006,2006-07,0.00,0.00,0
963,cotton,Jhal Magsi,BALOCHISTAN,2006,2006-07,1.50,3.70,419
964,cotton,Kalat,BALOCHISTAN,2006,2006-07,0.00,0.00,0
965,cotton,Kech,BALOCHISTAN,2006,2006-07,0.50,0.50,170
966,cotton,Kharan,BALOCHISTAN,2006,2006-07,0.30,0.90,510
967,cotton,Khuzdar,BALOCHISTAN,2006,2006-07,8.70,21.60,422
968,cotton,Kohlu,BALOCHISTAN,2006,2006-07,1.00,2.50,425
969,cotton,Lasbela,BALOCHISTAN,2006,2006-07,6.80,18.40,460
970,cotton,Loralai,BALOCHISTAN,2006,2006-07,0.70,1.70,413
971,cotton,Mastung,BALOCHISTAN,2006,2006-07,0.00,0.00,0
972,cotton,Musakhel,BALOCHISTAN,2006,2006-07,0.00,0.00,0
973,cotton,Nasirabad,BALOCHISTAN,2006,2006-07,4.00,10.00,425
974,cotton,Nushki,BALOCHISTAN,2006,2006-07,0.00,0.00,0
975,cotton,Panjgur,BALOCHISTAN,2006,2006-07,0.50,0.10,34
976,cotton,Pishin,BALOCHISTAN,2006,2006-07,0.00,0.00,0
977,cotton,Qilla Abdullah,BALOCHISTAN,2006,2006-07,0.00,0.00,0
978,cotton,Qilla Saifullah,BALOCHISTAN,2006,2006-07,0.10,0.20,340
979,cotton,Quetta,BALOCHISTAN,2006,2006-07,0.00,0.00,0
980,cotton,Sibi,BALOCHISTAN,2006,2006-07,10.00,26.90,457
981,cotton,Zhob,BALOCHISTAN,2006,2006-07,0.00,0.00,0
982,cotton,Ziarat,BALOCHISTAN,2006,2006-07,0.00,0.00,0
983,cotton,Disputed Area,DISPUTED AREA,2006,2006-07,0.00,0.00,0
984,cotton,Bajaur Agency,FATA,2006,2006-07,0.00,0.00,0
985,cotton,Khyber Agency,FATA,2006,2006-07,0.00,0.00,0
986,cotton,Kurrum Agency,FATA,2006,2006-07,0.00,0.00,0
987,cotton,Mohmand Agency,FATA,2006,2006-07,0.00,0.00,0
988,cotton,North Waziristan Agency,FATA,2006,2006-07,0.00,0.00,0
989,cotton,Orakzai Agency,FATA,2006,2006-07,0.00,0.00,0
990,cotton,South Waziristan Agency,FATA,2006,2006-07,0.00,0.00,0
991,cotton,Islamabad,FEDERAL,2006,2006-07,0.00,0.00,0
992,cotton,Astore,GILGIT BALTISTAN,2006,2006-07,0.00,0.00,0
993,cotton,Baltistan,GILGIT BALTISTAN,2006,2006-07,0.00,0.00,0
994,cotton,Diamir,GILGIT BALTISTAN,2006,2006-07,0.00,0.00,0
995,cotton,Ghanche,GILGIT BALTISTAN,2006,2006-07,0.00,0.00,0
996,cotton,Ghizer,GILGIT BALTISTAN,2006,2006-07,0.00,0.00,0
997,cotton,Gilgit,GILGIT BALTISTAN,2006,2006-07,0.00,0.00,0
998,cotton,Abbottabad,KPK,2006,2006-07,0.00,0.00,0
999,cotton,Bannu,KPK,2006,2006-07,0.00,0.00,0
1000,cotton,Battagram,KPK,2006,2006-07,0.00,0.00,0
1001,cotton,Buner,KPK,2006,2006-07,0.20,0.60,510
1002,cotton,Charsadda,KPK,2006,2006-07,0.00,0.00,0
1003,cotton,Chitral,KPK,2006,2006-07,0.00,0.00,0
1004,cotton,Dera Ismail Khan,KPK,2006,2006-07,0.00,0.00,0
1005,cotton,Hangu,KPK,2006,2006-07,0.00,0.00,0
1006,cotton,Haripur,KPK,2006,2006-07,0.00,0.00,0
1007,cotton,Karak,KPK,2006,2006-07,0.00,0.00,0
1008,cotton,Kohat,KPK,2006,2006-07,0.00,0.00,0
1009,cotton,Kohistan,KPK,2006,2006-07,0.00,0.00,0
1010,cotton,Lakki Marwat,KPK,2006,2006-07,0.00,0.00,0
1011,cotton,Lower Dir,KPK,2006,2006-07,0.00,0.00,0
1012,cotton,Malakand,KPK,2006,2006-07,0.00,0.00,0
1013,cotton,Mansehra,KPK,2006,2006-07,0.00,0.00,0
1014,cotton,Mardan,KPK,2006,2006-07,0.00,0.00,0
1015,cotton,Nowshera,KPK,2006,2006-07,0.00,0.00,0
1016,cotton,Peshawar,KPK,2006,2006-07,0.00,0.00,0
1017,cotton,Shangla,KPK,2006,2006-07,0.00,0.00,0
1018,cotton,Swabi,KPK,2006,2006-07,0.00,0.00,0
1019,cotton,Swat,KPK,2006,2006-07,0.00,0.00,0
1020,cotton,Tank,KPK,2006,2006-07,0.00,0.00,0
1021,cotton,Upper Dir,KPK,2006,2006-07,0.00,0.00,0
1022,cotton,Attock,PUNJAB,2006,2006-07,0.00,0.00,0
1023,cotton,Bahawalnagar,PUNJAB,2006,2006-07,218.12,969.29,755
1024,cotton,Bahawalpur,PUNJAB,2006,2006-07,282.87,1348.35,810
1025,cotton,Bhakkar,PUNJAB,2006,2006-07,4.86,14.07,492
1026,cotton,Chakwal,PUNJAB,2006,2006-07,0.40,0.41,174
1027,cotton,Chiniot,PUNJAB,2006,2006-07,0.00,0.00,0
1028,cotton,Dera Ghazi Khan,PUNJAB,2006,2006-07,106.43,518.56,828
1029,cotton,Faisalabad,PUNJAB,2006,2006-07,40.47,115.37,485
1030,cotton,Gujranwala,PUNJAB,2006,2006-07,0.00,0.00,0
1031,cotton,Gujrat,PUNJAB,2006,2006-07,0.00,0.00,0
1032,cotton,Hafizabad,PUNJAB,2006,2006-07,0.00,0.00,0
1033,cotton,Jhang,PUNJAB,2006,2006-07,51.80,150.10,493
1034,cotton,Jhelum,PUNJAB,2006,2006-07,0.40,0.43,183
1035,cotton,Kasur,PUNJAB,2006,2006-07,10.52,20.67,334
1036,cotton,Khanewal,PUNJAB,2006,2006-07,199.91,864.19,735
1037,cotton,Khushab,PUNJAB,2006,2006-07,0.40,0.48,204
1038,cotton,Lahore,PUNJAB,2006,2006-07,0.00,0.00,0
1039,cotton,Layyah,PUNJAB,2006,2006-07,36.42,112.75,526
1040,cotton,Lodhran,PUNJAB,2006,2006-07,210.03,974.94,789
1041,cotton,Mandi Bahauddin,PUNJAB,2006,2006-07,2.02,3.17,267
1042,cotton,Mianwali,PUNJAB,2006,2006-07,8.09,26.54,558
1043,cotton,Multan,PUNJAB,2006,2006-07,190.20,829.83,742
1044,cotton,Muzaffargarh,PUNJAB,2006,2006-07,203.55,713.43,596
1045,cotton,Nankana Sahib,PUNJAB,2006,2006-07,0.40,0.55,234
1046,cotton,Narowal,PUNJAB,2006,2006-07,0.00,0.00,0
1047,cotton,Okara,PUNJAB,2006,2006-07,14.57,41.50,484
1048,cotton,Pakpattan,PUNJAB,2006,2006-07,46.54,181.53,663
1049,cotton,Rahim Yar Khan,PUNJAB,2006,2006-07,299.06,1346.86,766
1050,cotton,Rajanpur,PUNJAB,2006,2006-07,146.90,739.90,856
1051,cotton,Rawalpindi,PUNJAB,2006,2006-07,0.00,0.00,0
1052,cotton,Sahiwal,PUNJAB,2006,2006-07,86.20,260.41,514
1053,cotton,Sargodha,PUNJAB,2006,2006-07,8.90,14.85,284
1054,cotton,Sheikhupura,PUNJAB,2006,2006-07,0.00,0.00,0
1055,cotton,Sialkot,PUNJAB,2006,2006-07,0.00,0.00,0
1056,cotton,Toba Tek Singh,PUNJAB,2006,2006-07,43.30,132.31,519
1057,cotton,Vehari,PUNJAB,2006,2006-07,250.50,969.51,658
1058,cotton,Badin,SINDH,2006,2006-07,9.40,45.80,828
1059,cotton,Dadu,SINDH,2006,2006-07,11.60,49.50,725
1060,cotton,Ghotki,SINDH,2006,2006-07,108.40,483.10,758
1061,cotton,Hyderabad,SINDH,2006,2006-07,5.90,24.40,703
1062,cotton,Jacobabad,SINDH,2006,2006-07,0.00,0.00,0
1063,cotton,Jamshoro,SINDH,2006,2006-07,12.70,52.90,708
1064,cotton,Karachi,SINDH,2006,2006-07,0.00,0.00,0
1065,cotton,Kashmore,SINDH,2006,2006-07,0.20,0.90,765
1066,cotton,Khairpur,SINDH,2006,2006-07,75.30,332.50,751
1067,cotton,Larkana,SINDH,2006,2006-07,3.70,15.00,689
1068,cotton,Matiari,SINDH,2006,2006-07,29.20,135.60,789
1069,cotton,Mirpur Khas,SINDH,2006,2006-07,35.80,144.20,685
1070,cotton,Naushahro Feroze,SINDH,2006,2006-07,37.10,173.10,793
1071,cotton,Qambar Shahdadkot,SINDH,2006,2006-07,0.00,0.00,0
1072,cotton,Sanghar,SINDH,2006,2006-07,103.40,345.90,569
1073,cotton,Shaheed Benazirabad,SINDH,2006,2006-07,58.20,254.90,745
1074,cotton,Shikarpur,SINDH,2006,2006-07,0.30,1.20,680
1075,cotton,Sukkur,SINDH,2006,2006-07,34.20,153.70,764
1076,cotton,Tando Allahyar,SINDH,2006,2006-07,17.60,80.80,780
1077,cotton,Tando Muhammad Khan,SINDH,2006,2006-07,3.70,18.40,845
1078,cotton,Tharparkar,SINDH,2006,2006-07,1.00,2.80,476
1079,cotton,Thatta,SINDH,2006,2006-07,0.50,2.10,714
1080,cotton,Umerkot,SINDH,2006,2006-07,21.90,81.40,632
1081,cotton,Bagh,AJK,2007,2007-08,0.00,0.00,0
1082,cotton,Bhimber,AJK,2007,2007-08,0.00,0.00,0
1083,cotton,Hattian,AJK,2007,2007-08,0.00,0.00,0
1084,cotton,Haveli,AJK,2007,2007-08,0.00,0.00,0
1085,cotton,Kotli,AJK,2007,2007-08,0.00,0.00,0
1086,cotton,Mirpur,AJK,2007,2007-08,0.00,0.00,0
1087,cotton,Muzaffarabad,AJK,2007,2007-08,0.00,0.00,0
1088,cotton,Neelam,AJK,2007,2007-08,0.00,0.00,0
1089,cotton,Poonch,AJK,2007,2007-08,0.00,0.00,0
1090,cotton,Sudhnoti,AJK,2007,2007-08,0.00,0.00,0
1091,cotton,Awaran,BALOCHISTAN,2007,2007-08,1.50,4.00,453
1092,cotton,Barkhan,BALOCHISTAN,2007,2007-08,3.50,9.00,437
1093,cotton,Bolan,BALOCHISTAN,2007,2007-08,1.20,3.00,425
1094,cotton,Chagai,BALOCHISTAN,2007,2007-08,2.50,6.00,408
1095,cotton,Dera Bugti,BALOCHISTAN,2007,2007-08,1.90,5.00,447
1096,cotton,Gwadar,BALOCHISTAN,2007,2007-08,0.00,0.00,0
1097,cotton,Jafarabad,BALOCHISTAN,2007,2007-08,0.00,0.00,0
1098,cotton,Jhal Magsi,BALOCHISTAN,2007,2007-08,0.10,0.30,510
1099,cotton,Kalat,BALOCHISTAN,2007,2007-08,0.00,0.00,0
1100,cotton,Kech,BALOCHISTAN,2007,2007-08,0.50,0.50,170
1101,cotton,Kharan,BALOCHISTAN,2007,2007-08,1.80,4.70,444
1102,cotton,Khuzdar,BALOCHISTAN,2007,2007-08,0.00,0.00,0
1103,cotton,Kohlu,BALOCHISTAN,2007,2007-08,1.20,3.00,425
1104,cotton,Lasbela,BALOCHISTAN,2007,2007-08,4.00,10.90,463
1105,cotton,Loralai,BALOCHISTAN,2007,2007-08,0.40,1.00,425
1106,cotton,Mastung,BALOCHISTAN,2007,2007-08,0.00,0.00,0
1107,cotton,Musakhel,BALOCHISTAN,2007,2007-08,0.00,0.00,0
1108,cotton,Nasirabad,BALOCHISTAN,2007,2007-08,3.70,9.30,427
1109,cotton,Nushki,BALOCHISTAN,2007,2007-08,0.00,0.00,0
1110,cotton,Panjgur,BALOCHISTAN,2007,2007-08,0.50,0.50,170
1111,cotton,Pishin,BALOCHISTAN,2007,2007-08,0.00,0.00,0
1112,cotton,Qilla Abdullah,BALOCHISTAN,2007,2007-08,0.00,0.00,0
1113,cotton,Qilla Saifullah,BALOCHISTAN,2007,2007-08,0.10,0.20,340
1114,cotton,Quetta,BALOCHISTAN,2007,2007-08,0.00,0.00,0
1115,cotton,Sibi,BALOCHISTAN,2007,2007-08,0.00,0.00,0
1116,cotton,Zhob,BALOCHISTAN,2007,2007-08,0.00,0.00,0
1117,cotton,Ziarat,BALOCHISTAN,2007,2007-08,0.00,0.00,0
1118,cotton,Disputed Area,DISPUTED AREA,2007,2007-08,0.00,0.00,0
1119,cotton,Bajaur Agency,FATA,2007,2007-08,0.00,0.00,0
1120,cotton,Khyber Agency,FATA,2007,2007-08,0.00,0.00,0
1121,cotton,Kurrum Agency,FATA,2007,2007-08,0.00,0.00,0
